name,base_name,type,visible,hide_viewport,hide_render,hide_select,collections,data_name,data_users,vertices,faces,modifiers,bounds_world
Plane.070,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.073,1,2016,1920,[],"{""min"": [-3.966929, 7.59033, 0.984421], ""max"": [-2.104016, 8.615758, 1.052629], ""center"": [-3.035472, 8.103045, 1.018525], ""dimensions"": [1.862912, 1.025428, 0.068208]}"
Plane.071,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.074,1,414,352,[],"{""min"": [-3.96077, 7.667069, 0.993527], ""max"": [-2.148562, 8.612911, 1.043525], ""center"": [-3.054666, 8.13999, 1.018526], ""dimensions"": [1.812208, 0.945842, 0.049998]}"
Plane.072,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.075,1,234,194,[],"{""min"": [-4.485876, 7.03242, 0.965908], ""max"": [-1.55271, 9.111377, 1.035839], ""center"": [-3.019293, 8.071898, 1.000873], ""dimensions"": [2.933166, 2.078957, 0.069931]}"
Plane.074,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.078,1,62832,67320,"[{""name"": ""WeightedNormal"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.258571, 1.890781, -0.000297], ""max"": [1.205133, 8.506696, 1.177214], ""center"": [-1.526719, 5.198739, 0.588458], ""dimensions"": [5.463704, 6.615914, 1.177511]}"
Plane.076,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.077,1,1409,1319,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.620378, 5.419734, 0.342363], ""max"": [-0.627114, 9.201231, 1.542398], ""center"": [-2.623746, 7.310483, 0.94238], ""dimensions"": [3.993265, 3.781497, 1.200035]}"
Plane.077,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.079,1,14992,14168,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.869908, 2.530659, 0.215251], ""max"": [0.820449, 7.859158, 0.839151], ""center"": [-1.52473, 5.194909, 0.527201], ""dimensions"": [4.690357, 5.328498, 0.6239]}"
R.Eye,R.Eye,MESH,True,False,False,False,"[""Main Model""]",Sphere.020,1,482,512,[],"{""min"": [-0.117965, -0.392889, 2.201749], ""max"": [0.029433, -0.27477, 2.362371], ""center"": [-0.044266, -0.333829, 2.28206], ""dimensions"": [0.147398, 0.118119, 0.160623]}"
Ribbing.001,Ribbing,MESH,True,False,False,False,"[""PROPS""]",Mesh.021,1,11332,11940,[],"{""min"": [-0.56145, 22.61009, 0.046989], ""max"": [0.56145, 23.750238, 1.656634], ""center"": [0.0, 23.180164, 0.851811], ""dimensions"": [1.1229, 1.140148, 1.609645]}"
SACKBOY_Hoodie_EditProxy,SACKBOY_Hoodie_EditProxy,MESH,True,False,False,False,"[""HOODIE""]",SACKBOY_Hoodie_Main_Mesh.003,1,245107,489016,"[{""name"": ""OPT_PREVIEW_DECIMATE"", ""type"": ""DECIMATE"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.919491, -0.493668, 0.864968], ""max"": [1.09873, 0.592892, 2.617762], ""center"": [0.089619, 0.049612, 1.741365], ""dimensions"": [2.018221, 1.08656, 1.752793]}"
Shoes,Shoes,EMPTY,True,False,False,False,"[""SHOES""]",,0,0,0,[],
Stop sign,Stop sign,MESH,True,False,False,False,"[""PROPS""]",Circle,1,253,267,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""Auto Smooth"", ""type"": ""NODES"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-10.214785, 3.507104, 0.032826], ""max"": [-8.714653, 3.703879, 4.562983], ""center"": [-9.464719, 3.605492, 2.297904], ""dimensions"": [1.500132, 0.196774, 4.530157]}"
Traffic Cone (Photoscanned),Traffic Cone (Photoscanned),MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Traffic Cone (Photoscanned),1,6658,12802,"[{""name"": ""WeightedNormal"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.231978, 18.39879, 0.011199], ""max"": [0.22498, 18.865625, 0.811917], ""center"": [-0.003499, 18.632208, 0.411558], ""dimensions"": [0.456958, 0.466835, 0.800717]}"
Utility Box (Photoscanned),Utility Box (Photoscanned),MESH,True,False,False,False,"[""PROPS""]",Utility Box,1,12028,23700,"[{""name"": ""WeightedNormal"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""OPT_PREVIEW_DECIMATE"", ""type"": ""DECIMATE"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-12.801711, 23.477732, 0.064295], ""max"": [-11.592588, 24.012657, 1.679567], ""center"": [-12.197149, 23.745193, 0.871931], ""dimensions"": [1.209123, 0.534925, 1.615272]}"
V2B_OverheadAmber_0,V2B_OverheadAmber_0,LIGHT,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",V2B_OverheadAmber_0_Data.001,1,0,0,[],
V2B_OverheadAmber_1,V2B_OverheadAmber_1,LIGHT,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",V2B_OverheadAmber_1_Data.001,1,0,0,[],
Wheel.001,Wheel,MESH,True,False,False,False,"[""IMPORTED_CAR_OR_GENERIC_ASSET_PARTS""]",Mesh.025,1,3143,3346,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""Mirror"", ""type"": ""MIRROR"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.546466, 23.352634, 0.000859], ""max"": [0.546466, 23.738232, 0.386445], ""center"": [0.0, 23.545433, 0.193652], ""dimensions"": [1.092931, 0.385597, 0.385586]}"
